_id,FinancialYear,FinancialYearQF,AdmissionType,AdmissionTypeQF,HB,HBQF,SIMD,SIMDQF,Episodes,EpisodesQF,Stays,StaysQF,TotalLengthofEpisode,TotalLengthofEpisodeQF,TotalLengthofStay,TotalLengthofStayQF,AverageLengthofEpisodeRate,AverageLengthofEpisodeRateQF,AverageLengthofStayRate,AverageLengthofStayRateQF,Patients,PatientsQF
3228,2014/15,"",Elective,"",S08000029,"",2,"",1661,"",1668,"",4415,"",5862,"",2.66,"",3.51,"",1441,""
3229,2014/15,"",Elective,"",S08000029,"",3,"",1469,"",1465,"",3597,"",4906,"",2.45,"",3.35,"",1292,""
3230,2014/15,"",Elective,"",S08000029,"",4,"",1020,"",1025,"",2760,"",3470,"",2.71,"",3.39,"",910,""
3231,2014/15,"",Elective,"",S08000029,"",5,"",1200,"",1198,"",2670,"",3370,"",2.23,"",2.81,"",1073,""
3232,2014/15,"",Elective,"",S08000029,"",All SIMDs, d,6953,"",6953,"",17358,"",22436,"",2.5,"",3.23,"",6128,""
3233,2014/15,"",Elective,"",S08000029,"","",:,5,"",5,"",0,"",0,"",0,"",0,"",5,""
3234,2014/15,"",Elective,"",S08000030,"",1,"",2442,"",2448,"",6650,"",7960,"",2.72,"",3.25,"",1919,""
3235,2014/15,"",Elective,"",S08000030,"",2,"",2335,"",2335,"",6181,"",8420,"",2.65,"",3.61,"",1841,""
3236,2014/15,"",Elective,"",S08000030,"",3,"",3652,"",3664,"",9305,"",12368,"",2.55,"",3.38,"",2904,""
3237,2014/15,"",Elective,"",S08000030,"",4,"",4203,"",4210,"",10577,"",13188,"",2.52,"",3.13,"",3371,""
3238,2014/15,"",Elective,"",S08000030,"",5,"",2853,"",2855,"",7152,"",8796,"",2.51,"",3.08,"",2292,""
3239,2014/15,"",Elective,"",S08000030,"",All SIMDs, d,15505,"",15532,"",39958,"",50826,"",2.58,"",3.27,"",12346,""
3240,2014/15,"",Elective,"",S08000030,"","",:,20,"",20,"",93,"",100,"",4.65,"",5,"",19,""
3241,2014/15,"",Elective,"",S08000031,"",1,"",21576,"",21738,"",56762,"",90150,"",2.63,"",4.15,"",16908,""
3242,2014/15,"",Elective,"",S08000031,"",2,"",12698,"",12754,"",35710,"",54794,"",2.81,"",4.3,"",9831,""
3243,2014/15,"",Elective,"",S08000031,"",3,"",10001,"",10029,"",28744,"",40950,"",2.87,"",4.08,"",7809,""
3244,2014/15,"",Elective,"",S08000031,"",4,"",8836,"",8855,"",23130,"",35215,"",2.62,"",3.98,"",6980,""
3245,2014/15,"",Elective,"",S08000031,"",5,"",9421,"",9455,"",23284,"",34605,"",2.47,"",3.66,"",7414,""
3246,2014/15,"",Elective,"",S08000031,"",All SIMDs, d,62681,"",62977,"",167968,"",256210,"",2.68,"",4.07,"",49080,""
3247,2014/15,"",Elective,"",S08000031,"","",:,149,"",146,"",338,"",493,"",2.27,"",3.38,"",138,""
3248,2014/15,"",Elective,"",S08000032,"",1,"",3217,"",3282,"",8084,"",11085,"",2.51,"",3.38,"",2817,""
3249,2014/15,"",Elective,"",S08000032,"",2,"",3279,"",3364,"",7501,"",11178,"",2.29,"",3.32,"",2872,""
3250,2014/15,"",Elective,"",S08000032,"",3,"",1984,"",2037,"",4845,"",6882,"",2.44,"",3.38,"",1738,""
3251,2014/15,"",Elective,"",S08000032,"",4,"",1342,"",1372,"",3028,"",4535,"",2.26,"",3.31,"",1185,""
3252,2014/15,"",Elective,"",S08000032,"",5,"",980,"",995,"",2150,"",2835,"",2.19,"",2.85,"",855,""
3253,2014/15,"",Elective,"",S08000032,"",All SIMDs, d,10802,"",11054,"",25611,"",36516,"",2.37,"",3.3,"",9468,""
3254,2014/15,"",Elective,"",S08000032,"","",:,0,"",0,"",0,"",0,"",0,"",0,"",0,""
3255,2014/15,"",Elective,"",SB0801,"",1,"",1773,"",1789,"",4300,"",9809,"",2.43,"",5.48,"",1605,""
3256,2014/15,"",Elective,"",SB0801,"",2,"",1749,"",1758,"",5044,"",9459,"",2.88,"",5.38,"",1600,""
3257,2014/15,"",Elective,"",SB0801,"",3,"",1530,"",1526,"",4655,"",8319,"",3.04,"",5.45,"",1407,""
3258,2014/15,"",Elective,"",SB0801,"",4,"",1286,"",1289,"",3817,"",6235,"",2.97,"",4.84,"",1191,""
3259,2014/15,"",Elective,"",SB0801,"",5,"",1170,"",1185,"",3083,"",6181,"",2.64,"",5.22,"",1075,""
3260,2014/15,"",Elective,"",SB0801,"",All SIMDs, d,7517,"",7552,"",20910,"",40068,"",2.78,"",5.31,"",6886,""
3261,2014/15,"",Elective,"",SB0801,"","",:,5,"",5,"",10,"",65,"",2,"",13,"",5,""
3262,2014/15,"",Elective,"",S27000001,"",1,"",848,"",675,"",10384,"",7416,"",12.25,"",10.99,"",783,""
3263,2014/15,"",Elective,"",S27000001,"",2,"",842,"",763,"",7512,"",6176,"",8.92,"",8.09,"",788,""
3264,2014/15,"",Elective,"",S27000001,"",3,"",805,"",746,"",6468,"",5273,"",8.03,"",7.07,"",765,""
3265,2014/15,"",Elective,"",S27000001,"",4,"",838,"",776,"",5451,"",4612,"",6.5,"",5.94,"",799,""
3266,2014/15,"",Elective,"",S27000001,"",5,"",879,"",810,"",5325,"",4340,"",6.06,"",5.36,"",846,""
3267,2014/15,"",Elective,"",S27000001,"",All SIMDs, d,4215,"",3773,"",35147,"",27824,"",8.34,"",7.37,"",3987,""
3268,2014/15,"",Elective,"",S27000001,"","",:,5,"",5,"",5,"",5,"",1,"",1,"",5,""
3269,2014/15,"",Emergency,"",S92000003, d,1,"",162058,"",159798,"",392388,"",1075893,"",2.42,"",6.73,"",106495,""
3270,2014/15,"",Emergency,"",S92000003, d,2,"",134407,"",132249,"",380535,"",984346,"",2.83,"",7.44,"",90159,""
3271,2014/15,"",Emergency,"",S92000003, d,3,"",111010,"",108728,"",338635,"",827424,"",3.05,"",7.61,"",76235,""
3272,2014/15,"",Emergency,"",S92000003, d,4,"",93175,"",91533,"",279720,"",676493,"",3,"",7.39,"",65760,""
3273,2014/15,"",Emergency,"",S92000003, d,5,"",78663,"",77586,"",222965,"",581876,"",2.83,"",7.5,"",56641,""
3274,2014/15,"",Emergency,"",S92000003, d,All SIMDs, d,585876,"",576355,"",1628490,"",4171259,"",2.78,"",7.24,"",401053,""
3275,2014/15,"",Emergency,"",S92000003, d,"",:,6563,"",6461,"",14243,"",25227,"",2.17,"",3.9,"",5763,""
3276,2014/15,"",Emergency,"",S08000015,"",1,"",18963,"",18772,"",50958,"",117867,"",2.69,"",6.28,"",12672,""
3277,2014/15,"",Emergency,"",S08000015,"",2,"",12866,"",12754,"",36843,"",84284,"",2.86,"",6.61,"",8713,""
3278,2014/15,"",Emergency,"",S08000015,"",3,"",7829,"",7712,"",22665,"",54394,"",2.9,"",7.05,"",5355,""
3279,2014/15,"",Emergency,"",S08000015,"",4,"",5541,"",5474,"",15877,"",34930,"",2.87,"",6.38,"",3877,""
3280,2014/15,"",Emergency,"",S08000015,"",5,"",4651,"",4600,"",12739,"",29654,"",2.74,"",6.45,"",3351,""
3281,2014/15,"",Emergency,"",S08000015,"",All SIMDs, d,50153,"",49611,"",139643,"",322114,"",2.78,"",6.49,"",34257,""
3282,2014/15,"",Emergency,"",S08000015,"","",:,303,"",300,"",561,"",985,"",1.85,"",3.28,"",289,""
3283,2014/15,"",Emergency,"",S08000016,"",1,"",1205,"",1200,"",3466,"",5503,"",2.88,"",4.59,"",783,""
3284,2014/15,"",Emergency,"",S08000016,"",2,"",2457,"",2454,"",9002,"",15407,"",3.66,"",6.28,"",1687,""
3285,2014/15,"",Emergency,"",S08000016,"",3,"",4705,"",4694,"",16056,"",25022,"",3.41,"",5.33,"",3235,""
3286,2014/15,"",Emergency,"",S08000016,"",4,"",3948,"",3934,"",12787,"",21436,"",3.24,"",5.45,"",2810,""
3287,2014/15,"",Emergency,"",S08000016,"",5,"",959,"",957,"",3103,"",5721,"",3.24,"",5.98,"",710,""
3288,2014/15,"",Emergency,"",S08000016,"",All SIMDs, d,14070,"",14039,"",46904,"",76978,"",3.33,"",5.48,"",9868,""
3289,2014/15,"",Emergency,"",S08000016,"","",:,796,"",800,"",2490,"",3889,"",3.13,"",4.86,"",643,""
3290,2014/15,"",Emergency,"",S08000017,"",1,"",1799,"",1784,"",5915,"",13528,"",3.29,"",7.58,"",1228,""
3291,2014/15,"",Emergency,"",S08000017,"",2,"",4668,"",4654,"",15805,"",39847,"",3.39,"",8.56,"",3332,""
3292,2014/15,"",Emergency,"",S08000017,"",3,"",5705,"",5700,"",17971,"",52572,"",3.15,"",9.22,"",4085,""
3293,2014/15,"",Emergency,"",S08000017,"",4,"",2230,"",2209,"",6789,"",18720,"",3.04,"",8.47,"",1615,""
3294,2014/15,"",Emergency,"",S08000017,"",5,"",1169,"",1166,"",3067,"",8933,"",2.62,"",7.66,"",854,""
3295,2014/15,"",Emergency,"",S08000017,"",All SIMDs, d,15856,"",15799,"",50328,"",135037,"",3.17,"",8.55,"",11388,""
3296,2014/15,"",Emergency,"",S08000017,"","",:,285,"",286,"",780,"",1437,"",2.74,"",5.02,"",274,""
3297,2014/15,"",Emergency,"",S08000019,"",1,"",6142,"",6083,"",11550,"",41441,"",1.88,"",6.81,"",4178,""
3298,2014/15,"",Emergency,"",S08000019,"",2,"",8558,"",8427,"",17564,"",61506,"",2.05,"",7.3,"",5785,""
3299,2014/15,"",Emergency,"",S08000019,"",3,"",5523,"",5450,"",11550,"",39442,"",2.09,"",7.24,"",3847,""
3300,2014/15,"",Emergency,"",S08000019,"",4,"",5032,"",4985,"",10625,"",34583,"",2.11,"",6.94,"",3574,""
3301,2014/15,"",Emergency,"",S08000019,"",5,"",3920,"",3880,"",7725,"",24655,"",1.97,"",6.35,"",2937,""
3302,2014/15,"",Emergency,"",S08000019,"",All SIMDs, d,29342,"",28986,"",59215,"",202038,"",2.02,"",6.97,"",20481,""
3303,2014/15,"",Emergency,"",S08000019,"","",:,165,"",160,"",200,"",410,"",1.21,"",2.56,"",160,""
3304,2014/15,"",Emergency,"",S08000020,"",1,"",3590,"",3561,"",12766,"",26407,"",3.56,"",7.42,"",2470,""
3305,2014/15,"",Emergency,"",S08000020,"",2,"",10215,"",10050,"",37533,"",75730,"",3.67,"",7.54,"",6912,""
3306,2014/15,"",Emergency,"",S08000020,"",3,"",10681,"",10358,"",45368,"",86633,"",4.25,"",8.36,"",7531,""
3307,2014/15,"",Emergency,"",S08000020,"",4,"",13643,"",13306,"",54841,"",108021,"",4.02,"",8.12,"",9824,""
3308,2014/15,"",Emergency,"",S08000020,"",5,"",12753,"",12642,"",47498,"",95662,"",3.72,"",7.57,"",9297,""
3309,2014/15,"",Emergency,"",S08000020,"",All SIMDs, d,51387,"",50400,"",199279,"",394168,"",3.88,"",7.82,"",36501,""
3310,2014/15,"",Emergency,"",S08000020,"","",:,505,"",483,"",1273,"",1715,"",2.52,"",3.55,"",467,""
3311,2014/15,"",Emergency,"",S08000022,"",1,"",2845,"",2823,"",7635,"",21006,"",2.68,"",7.44,"",1984,""
3312,2014/15,"",Emergency,"",S08000022,"",2,"",6642,"",6542,"",22839,"",50768,"",3.44,"",7.76,"",4579,""
3313,2014/15,"",Emergency,"",S08000022,"",3,"",8709,"",8556,"",29010,"",64197,"",3.33,"",7.5,"",6404,""
3314,2014/15,"",Emergency,"",S08000022,"",4,"",7199,"",7108,"",20679,"",52321,"",2.87,"",7.36,"",5302,""
3315,2014/15,"",Emergency,"",S08000022,"",5,"",1984,"",1968,"",4614,"",14148,"",2.33,"",7.19,"",1513,""
3316,2014/15,"",Emergency,"",S08000022,"",All SIMDs, d,28166,"",27775,"",86165,"",205195,"",3.06,"",7.39,"",20531,""
3317,2014/15,"",Emergency,"",S08000022,"","",:,787,"",778,"",1388,"",2755,"",1.76,"",3.54,"",749,""
3318,2014/15,"",Emergency,"",S08000024,"",1,"",15257,"",14938,"",41383,"",104157,"",2.71,"",6.97,"",10207,""
3319,2014/15,"",Emergency,"",S08000024,"",2,"",21384,"",20947,"",64195,"",171498,"",3,"",8.19,"",14296,""
3320,2014/15,"",Emergency,"",S08000024,"",3,"",14839,"",14331,"",46602,"",115521,"",3.14,"",8.06,"",10242,""
3321,2014/15,"",Emergency,"",S08000024,"",4,"",12668,"",12273,"",39481,"",97939,"",3.12,"",7.98,"",8965,""
3322,2014/15,"",Emergency,"",S08000024,"",5,"",17816,"",17426,"",55418,"",151669,"",3.11,"",8.7,"",12809,""
3323,2014/15,"",Emergency,"",S08000024,"",All SIMDs, d,83438,"",81357,"",250373,"",646045,"",3,"",7.94,"",57777,""
3324,2014/15,"",Emergency,"",S08000024,"","",:,1474,"",1442,"",3294,"",5261,"",2.23,"",3.65,"",1258,""
3325,2014/15,"",Emergency,"",S08000025,"",1,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
3326,2014/15,"",Emergency,"",S08000025,"",2,"",296,"",297,"",790,"",2160,"",2.67,"",7.27,"",215,""
3327,2014/15,"",Emergency,"",S08000025,"",3,"",657,"",649,"",1846,"",5320,"",2.81,"",8.2,"",452,""
3328,2014/15,"",Emergency,"",S08000025,"",4,"",733,"",736,"",1802,"",5632,"",2.46,"",7.65,"",547,""
3329,2014/15,"",Emergency,"",S08000025,"",5,"",130,"",130,"",300,"",755,"",2.31,"",5.81,"",96,""
3330,2014/15,"",Emergency,"",S08000025,"",All SIMDs, d,1863,"",1859,"",4781,"",14006,"",2.57,"",7.53,"",1356,""
3331,2014/15,"",Emergency,"",S08000025,"","",:,45,"",45,"",45,"",135,"",1,"",3,"",40,""
3332,2014/15,"",Emergency,"",S08000026,"",1,"",10,"",10,"",10,"",50,"",1,"",5,"",11,""
3333,2014/15,"",Emergency,"",S08000026,"",2,"",110,"",110,"",430,"",595,"",3.91,"",5.41,"",84,""
3334,2014/15,"",Emergency,"",S08000026,"",3,"",725,"",725,"",4671,"",6576,"",6.44,"",9.07,"",525,""
3335,2014/15,"",Emergency,"",S08000026,"",4,"",1186,"",1185,"",5809,"",8083,"",4.9,"",6.82,"",898,""
3336,2014/15,"",Emergency,"",S08000026,"",5,"",25,"",25,"",50,"",90,"",2,"",3.6,"",26,""
3337,2014/15,"",Emergency,"",S08000026,"",All SIMDs, d,2180,"",2178,"",11248,"",15767,"",5.16,"",7.24,"",1662,""
3338,2014/15,"",Emergency,"",S08000026,"","",:,120,"",120,"",275,"",370,"",2.29,"",3.08,"",118,""
3339,2014/15,"",Emergency,"",S08000028,"",1,"",10,"",10,"",15,"",20,"",1.5,"",2,"",11,""
3340,2014/15,"",Emergency,"",S08000028,"",2,"",613,"",602,"",4834,"",9626,"",7.89,"",15.99,"",450,""
3341,2014/15,"",Emergency,"",S08000028,"",3,"",1631,"",1589,"",6741,"",16427,"",4.13,"",10.34,"",1187,""
3342,2014/15,"",Emergency,"",S08000028,"",4,"",142,"",139,"",260,"",714,"",1.83,"",5.14,"",104,""
3343,2014/15,"",Emergency,"",S08000028,"",5,"",15,"",15,"",15,"",20,"",1,"",1.33,"",14,""
3344,2014/15,"",Emergency,"",S08000028,"",All SIMDs, d,2456,"",2399,"",11966,"",26947,"",4.87,"",11.23,"",1809,""
3345,2014/15,"",Emergency,"",S08000028,"","",:,43,"",45,"",103,"",140,"",2.4,"",3.11,"",43,""
3346,2014/15,"",Emergency,"",S08000029,"",1,"",9410,"",9322,"",14539,"",64975,"",1.55,"",6.97,"",6265,""
3347,2014/15,"",Emergency,"",S08000029,"",2,"",8170,"",8088,"",12516,"",58730,"",1.53,"",7.26,"",5612,""
3348,2014/15,"",Emergency,"",S08000029,"",3,"",6405,"",6330,"",11149,"",46722,"",1.74,"",7.38,"",4497,""
3349,2014/15,"",Emergency,"",S08000029,"",4,"",3858,"",3815,"",7290,"",31493,"",1.89,"",8.26,"",2833,""
3350,2014/15,"",Emergency,"",S08000029,"",5,"",3835,"",3809,"",8140,"",27857,"",2.12,"",7.31,"",2838,""
3351,2014/15,"",Emergency,"",S08000029,"",All SIMDs, d,31859,"",31547,"",53860,"",230392,"",1.69,"",7.3,"",22214,""
3352,2014/15,"",Emergency,"",S08000029,"","",:,181,"",183,"",225,"",615,"",1.24,"",3.36,"",169,""
3353,2014/15,"",Emergency,"",S08000030,"",1,"",9373,"",9329,"",24029,"",64738,"",2.56,"",6.94,"",6549,""
3354,2014/15,"",Emergency,"",S08000030,"",2,"",7966,"",7909,"",23983,"",61287,"",3.01,"",7.75,"",5544,""
3355,2014/15,"",Emergency,"",S08000030,"",3,"",10208,"",10133,"",35617,"",84158,"",3.49,"",8.31,"",7407,""
3356,2014/15,"",Emergency,"",S08000030,"",4,"",10931,"",10866,"",36836,"",86616,"",3.37,"",7.97,"",8061,""
3357,2014/15,"",Emergency,"",S08000030,"",5,"",6867,"",6809,"",22480,"",55397,"",3.27,"",8.14,"",5172,""
3358,2014/15,"",Emergency,"",S08000030,"",All SIMDs, d,45741,"",45443,"",143762,"",353537,"",3.14,"",7.78,"",33118,""
3359,2014/15,"",Emergency,"",S08000030,"","",:,396,"",397,"",817,"",1341,"",2.06,"",3.38,"",385,""
3360,2014/15,"",Emergency,"",S08000031,"",1,"",70466,"",69424,"",159480,"",476445,"",2.26,"",6.86,"",46870,""
3361,2014/15,"",Emergency,"",S08000031,"",2,"",29825,"",29086,"",73249,"",215736,"",2.46,"",7.42,"",20846,""
3362,2014/15,"",Emergency,"",S08000031,"",3,"",21305,"",20660,"",53494,"",151303,"",2.51,"",7.32,"",15249,""
3363,2014/15,"",Emergency,"",S08000031,"",4,"",18554,"",18136,"",45903,"",131345,"",2.47,"",7.24,"",13525,""
3364,2014/15,"",Emergency,"",S08000031,"",5,"",19488,"",19187,"",44377,"",139760,"",2.28,"",7.28,"",14273,""
3365,2014/15,"",Emergency,"",S08000031,"",All SIMDs, d,160905,"",157728,"",378810,"",1119911,"",2.35,"",7.1,"",111886,""
3366,2014/15,"",Emergency,"",S08000031,"","",:,1267,"",1235,"",2307,"",5322,"",1.82,"",4.31,"",1123,""
3367,2014/15,"",Emergency,"",S08000032,"",1,"",22616,"",22233,"",57978,"",136359,"",2.56,"",6.13,"",14966,""
3368,2014/15,"",Emergency,"",S08000032,"",2,"",20414,"",20147,"",59488,"",135368,"",2.91,"",6.72,"",14009,""
3369,2014/15,"",Emergency,"",S08000032,"",3,"",11862,"",11655,"",34044,"",77070,"",2.87,"",6.61,"",8279,""
3370,2014/15,"",Emergency,"",S08000032,"",4,"",7360,"",7240,"",19606,"",43249,"",2.66,"",5.97,"",5404,""
3371,2014/15,"",Emergency,"",S08000032,"",5,"",4935,"",4880,"",12730,"",26725,"",2.58,"",5.48,"",3701,""
3372,2014/15,"",Emergency,"",S08000032,"",All SIMDs, d,67370,"",66331,"",184296,"",419574,"",2.74,"",6.33,"",46525,""
3373,2014/15,"",Emergency,"",S08000032,"","",:,183,"",180,"",450,"",800,"",2.46,"",4.44,"",166,""
3374,2014/15,"",Emergency,"",SB0801,"",1,"",253,"",200,"",822,"",1789,"",3.25,"",8.95,"",240,""
3375,2014/15,"",Emergency,"",SB0801,"",2,"",162,"",128,"",532,"",926,"",3.28,"",7.23,"",160,""
3376,2014/15,"",Emergency,"",SB0801,"",3,"",130,"",100,"",320,"",591,"",2.46,"",5.91,"",130,""
3377,2014/15,"",Emergency,"",SB0801,"",4,"",105,"",85,"",408,"",714,"",3.89,"",8.4,"",100,""
3378,2014/15,"",Emergency,"",SB0801,"",5,"",80,"",63,"",317,"",442,"",3.96,"",7.02,"",76,""
3379,2014/15,"",Emergency,"",SB0801,"",All SIMDs, d,742,"",585,"",2432,"",4514,"",3.28,"",7.72,"",720,""
3380,2014/15,"",Emergency,"",SB0801,"","",:,15,"",12,"",35,"",52,"",2.33,"",4.33,"",14,""
3381,2014/15,"",Emergency,"",S27000001,"",1,"",115,"",105,"",1842,"",1610,"",16.02,"",15.33,"",102,""
3382,2014/15,"",Emergency,"",S27000001,"",2,"",60,"",55,"",933,"",875,"",15.55,"",15.91,"",54,""
3383,2014/15,"",Emergency,"",S27000001,"",3,"",95,"",85,"",1531,"",1476,"",16.12,"",17.36,"",81,""
3384,2014/15,"",Emergency,"",S27000001,"",4,"",45,"",45,"",730,"",697,"",16.22,"",15.49,"",41,""
3385,2014/15,"",Emergency,"",S27000001,"",5,"",32,"",30,"",395,"",380,"",12.34,"",12.67,"",31,""
3386,2014/15,"",Emergency,"",S27000001,"",All SIMDs, d,348,"",315,"",5430,"",5036,"",15.6,"",15.99,"",309,""
3387,2014/15,"",Transfer,"",S92000003, d,1,"",103732,"",1255,"",751659,"",17275,"",7.25,"",13.76,"",45357,""
3388,2014/15,"",Transfer,"",S92000003, d,2,"",83813,"",1084,"",667277,"",17425,"",7.96,"",16.07,"",38010,""
3389,2014/15,"",Transfer,"",S92000003, d,3,"",66314,"",961,"",554221,"",21995,"",8.36,"",22.89,"",30861,""
3390,2014/15,"",Transfer,"",S92000003, d,4,"",53956,"",811,"",451488,"",15140,"",8.37,"",18.67,"",25574,""
3391,2014/15,"",Transfer,"",S92000003, d,5,"",46945,"",591,"",407737,"",15910,"",8.69,"",26.92,"",22432,""
3392,2014/15,"",Transfer,"",S92000003, d,All SIMDs, d,357163,"",4756,"",2844056,"",88129,"",7.96,"",18.53,"",163649,""
3393,2014/15,"",Transfer,"",S92000003, d,"",:,2403,"",54,"",11674,"",383,"",4.86,"",7.09,"",1415,""
3394,2014/15,"",Transfer,"",S08000015,"",1,"",8503,"",86,"",68658,"",761,"",8.07,"",8.85,"",4432,""
3395,2014/15,"",Transfer,"",S08000015,"",2,"",5812,"",33,"",49360,"",227,"",8.49,"",6.88,"",3103,""
3396,2014/15,"",Transfer,"",S08000015,"",3,"",3463,"",36,"",31017,"",308,"",8.96,"",8.56,"",1848,""
3397,2014/15,"",Transfer,"",S08000015,"",4,"",2272,"",20,"",19912,"",437,"",8.76,"",21.85,"",1277,""
3398,2014/15,"",Transfer,"",S08000015,"",5,"",1998,"",10,"",17488,"",52,"",8.75,"",5.2,"",1110,""
3399,2014/15,"",Transfer,"",S08000015,"",All SIMDs, d,22121,"",186,"",186795,"",1785,"",8.44,"",9.6,"",11821,""
3400,2014/15,"",Transfer,"",S08000015,"","",:,73,"",0,"",360,"",0,"",4.93,"",0,"",51,""
3401,2014/15,"",Transfer,"",S08000016,"",1,"",250,"",0,"",1730,"",0,"",6.92,"",0,"",122,""
3402,2014/15,"",Transfer,"",S08000016,"",2,"",688,"",5,"",5964,"",13,"",8.67,"",2.6,"",353,""
3403,2014/15,"",Transfer,"",S08000016,"",3,"",1149,"",5,"",8266,"",39,"",7.19,"",7.8,"",576,""
3404,2014/15,"",Transfer,"",S08000016,"",4,"",1107,"",13,"",8963,"",179,"",8.1,"",13.77,"",570,""
3405,2014/15,"",Transfer,"",S08000016,"",5,"",200,"",0,"",2158,"",0,"",10.79,"",0,"",113,""
3406,2014/15,"",Transfer,"",S08000016,"",All SIMDs, d,3602,"",31,"",28528,"",234,"",7.92,"",7.55,"",1849,""
3407,2014/15,"",Transfer,"",S08000016,"","",:,205,"",0,"",1445,"",0,"",7.05,"",0,"",115,""
3408,2014/15,"",Transfer,"",S08000017,"",1,"",764,"",15,"",7286,"",209,"",9.54,"",13.93,"",402,""
3409,2014/15,"",Transfer,"",S08000017,"",2,"",2617,"",47,"",24004,"",723,"",9.17,"",15.38,"",1350,""
3410,2014/15,"",Transfer,"",S08000017,"",3,"",3322,"",64,"",33325,"",2790,"",10.03,"",43.59,"",1712,""
3411,2014/15,"",Transfer,"",S08000017,"",4,"",1267,"",48,"",13172,"",1326,"",10.4,"",27.62,"",705,""
3412,2014/15,"",Transfer,"",S08000017,"",5,"",620,"",20,"",4953,"",90,"",7.99,"",4.5,"",346,""
3413,2014/15,"",Transfer,"",S08000017,"",All SIMDs, d,8677,"",196,"",83372,"",5150,"",9.61,"",26.28,"",4580,""
3414,2014/15,"",Transfer,"",S08000017,"","",:,90,"",5,"",632,"",12,"",7.02,"",2.4,"",65,""
3415,2014/15,"",Transfer,"",S08000019,"",1,"",3615,"",20,"",30125,"",380,"",8.33,"",19,"",2167,""
3416,2014/15,"",Transfer,"",S08000019,"",2,"",5197,"",28,"",45367,"",1079,"",8.73,"",38.54,"",3044,""
3417,2014/15,"",Transfer,"",S08000019,"",3,"",3346,"",22,"",28588,"",464,"",8.54,"",21.09,"",2021,""
3418,2014/15,"",Transfer,"",S08000019,"",4,"",2980,"",19,"",24874,"",395,"",8.35,"",20.79,"",1810,""
3419,2014/15,"",Transfer,"",S08000019,"",5,"",2245,"",15,"",17490,"",375,"",7.79,"",25,"",1456,""
3420,2014/15,"",Transfer,"",S08000019,"",All SIMDs, d,17440,"",108,"",146628,"",2695,"",8.41,"",24.95,"",10552,""
3421,2014/15,"",Transfer,"",S08000019,"","",:,60,"",0,"",185,"",0,"",3.08,"",0,"",54,""
3422,2014/15,"",Transfer,"",S08000020,"",1,"",1237,"",30,"",14549,"",530,"",11.76,"",17.67,"",670,""
3423,2014/15,"",Transfer,"",S08000020,"",2,"",3823,"",99,"",42858,"",1768,"",11.21,"",17.86,"",1977,""
3424,2014/15,"",Transfer,"",S08000020,"",3,"",4508,"",93,"",49186,"",1486,"",10.91,"",15.98,"",2376,""
3425,2014/15,"",Transfer,"",S08000020,"",4,"",5564,"",134,"",62283,"",2560,"",11.19,"",19.1,"",3031,""
3426,2014/15,"",Transfer,"",S08000020,"",5,"",4652,"",100,"",56656,"",4935,"",12.18,"",49.35,"",2509,""
3427,2014/15,"",Transfer,"",S08000020,"",All SIMDs, d,19906,"",457,"",226275,"",11285,"",11.37,"",24.69,"",10647,""
3428,2014/15,"",Transfer,"",S08000020,"","",:,122,"",5,"",743,"",5,"",6.09,"",1,"",84,""
3429,2014/15,"",Transfer,"",S08000022,"",1,"",1909,"",40,"",12916,"",639,"",6.77,"",15.97,"",774,""
3430,2014/15,"",Transfer,"",S08000022,"",2,"",4325,"",100,"",29666,"",1650,"",6.86,"",16.5,"",1743,""
3431,2014/15,"",Transfer,"",S08000022,"",3,"",5488,"",142,"",38616,"",2330,"",7.04,"",16.41,"",2303,""
3432,2014/15,"",Transfer,"",S08000022,"",4,"",5152,"",105,"",34995,"",1681,"",6.79,"",16.01,"",2090,""
3433,2014/15,"",Transfer,"",S08000022,"",5,"",1497,"",25,"",10530,"",595,"",7.03,"",23.8,"",621,""
3434,2014/15,"",Transfer,"",S08000022,"",All SIMDs, d,18693,"",430,"",127688,"",6975,"",6.83,"",16.22,"",7694,""
3435,2014/15,"",Transfer,"",S08000022,"","",:,322,"",20,"",965,"",80,"",3,"",4,"",163,""
3436,2014/15,"",Transfer,"",S08000024,"",1,"",8972,"",90,"",73249,"",2520,"",8.16,"",28,"",4282,""
3437,2014/15,"",Transfer,"",S08000024,"",2,"",13195,"",103,"",121495,"",2840,"",9.21,"",27.57,"",6257,""
3438,2014/15,"",Transfer,"",S08000024,"",3,"",9674,"",80,"",83917,"",1767,"",8.67,"",22.09,"",4530,""
3439,2014/15,"",Transfer,"",S08000024,"",4,"",8102,"",82,"",70573,"",1900,"",8.71,"",23.17,"",3854,""
3440,2014/15,"",Transfer,"",S08000024,"",5,"",11672,"",104,"",112245,"",3680,"",9.62,"",35.38,"",5572,""
3441,2014/15,"",Transfer,"",S08000024,"",All SIMDs, d,52156,"",462,"",463773,"",12720,"",8.89,"",27.53,"",24843,""
3442,2014/15,"",Transfer,"",S08000024,"","",:,541,"",5,"",2294,"",10,"",4.24,"",2,"",348,""
3443,2014/15,"",Transfer,"",S08000025,"",2,"",110,"",0,"",1095,"",0,"",9.95,"",0,"",68,""
3444,2014/15,"",Transfer,"",S08000025,"",3,"",275,"",0,"",2861,"",5,"",10.4,"",,z,148,""
