_id,FinancialYear,FinancialYearQF,AdmissionType,AdmissionTypeQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,Episodes,EpisodesQF,Stays,StaysQF,TotalLengthofEpisode,TotalLengthofEpisodeQF,TotalLengthofStay,TotalLengthofStayQF,AverageLengthofEpisodeRate,AverageLengthofEpisodeRateQF,AverageLengthofStayRate,AverageLengthofStayRateQF,Patients,PatientsQF
14542,2014/15,"",Emergency,"",S08000019,"",AH,"",Neurology,"",11,"",20,"",103,"",366,"",9.36,"",18.3,"",10,""
14543,2014/15,"",Emergency,"",S08000019,"","",z,All Acute Specialties, d,24647,"",26886,"",53518,"",192706,"",2.17,"",7.17,"",16942,""
14544,2014/15,"",Emergency,"",S08000019,"","",z,All Specialties, d,29342,"",31605,"",59213,"",198632,"",2.02,"",6.28,"",20481,""
14545,2014/15,"",Emergency,"",S08000019,"",AP,"",Rehabilitation Medicine,"",5,"",30,"",25,"",1745,"",5,"",58.17,"",5,""
14546,2014/15,"",Emergency,"",S08000019,"",AQ,"",Respiratory Medicine,"",305,"",521,"",796,"",3212,"",2.61,"",6.17,"",296,""
14547,2014/15,"",Emergency,"",S08000019,"",AR,"",Rheumatology,"",0,"",0,"",0,"",15,"",0,"",,z,0,""
14548,2014/15,"",Emergency,"",S08000019,"",C1,"",General Surgery,"",4560,"",4738,"",4466,"",18912,"",0.98,"",3.99,"",3565,""
14549,2014/15,"",Emergency,"",S08000019,"",C2,"",Accident & Emergency,"",420,"",421,"",697,"",763,"",1.66,"",1.81,"",399,""
14550,2014/15,"",Emergency,"",S08000019,"",C3,"",Anaesthetics,"",0,"",0,"",5,"",5,"",,z,,z,0,""
14551,2014/15,"",Emergency,"",S08000019,"",C5,"","Ear, Nose & Throat (ENT)","",240,"",250,"",654,"",930,"",2.73,"",3.72,"",227,""
14552,2014/15,"",Emergency,"",S08000019,"",C6,"",Neurosurgery,"",0,"",0,"",5,"",5,"",,z,,z,0,""
14553,2014/15,"",Emergency,"",S08000019,"",C7,"",Ophthalmology,"",20,"",24,"",106,"",115,"",5.3,"",4.79,"",19,""
14554,2014/15,"",Emergency,"",S08000019,"",C8,"",Trauma and Orthopaedic Surgery,"",1633,"",1682,"",6877,"",11014,"",4.21,"",6.55,"",1532,""
14555,2014/15,"",Emergency,"",S08000019,"",CA,"",Paediatric Surgery,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14556,2014/15,"",Emergency,"",S08000019,"",CB,"",Urology,"",624,"",672,"",2152,"",2945,"",3.45,"",4.38,"",526,""
14557,2014/15,"",Emergency,"",S08000019,"",D3,"",Oral Surgery,"",14,"",15,"",66,"",56,"",4.71,"",3.73,"",14,""
14558,2014/15,"",Emergency,"",S08000019,"","",z,Dental Grouping,d,14,"",15,"",66,"",56,"",4.71,"",3.73,"",14,""
14559,2014/15,"",Emergency,"",S08000019,"","",z,Emergency Grouping,d,420,"",421,"",697,"",763,"",1.66,"",1.81,"",399,""
14560,2014/15,"",Emergency,"",S08000019,"",F2,"",Gynaecology,"",869,"",895,"",1118,"",1267,"",1.29,"",1.42,"",695,""
14561,2014/15,"",Emergency,"",S08000019,"",J4,"",Haematology,"",65,"",110,"",586,"",1144,"",9.02,"",10.4,"",47,""
14562,2014/15,"",Emergency,"",S08000019,"","",z,Medical Grouping,d,17564,"",19515,"",39255,"",158782,"",2.23,"",8.14,"",12254,""
14563,2014/15,"",Emergency,"",S08000019,"","",z,Paediatrics Grouping,d,3392,"",3390,"",3814,"",3840,"",1.12,"",1.13,"",2638,""
14564,2014/15,"",Emergency,"",S08000019,"","",z,Surgery Grouping,d,7083,"",7371,"",14265,"",33924,"",2.01,"",4.6,"",5754,""
14565,2014/15,"",Emergency,"",S08000019,"","",z,Women and Newborn Grouping,d,869,"",895,"",1118,"",1267,"",1.29,"",1.42,"",695,""
14566,2014/15,"",Emergency,"",S08000020,"",A1,"",General Medicine,"",14294,"",14576,"",42676,"",61573,"",2.99,"",4.22,"",11598,""
14567,2014/15,"",Emergency,"",S08000020,"",A2,"",Cardiology,"",1631,"",2128,"",6772,"",13058,"",4.15,"",6.14,"",1468,""
14568,2014/15,"",Emergency,"",S08000020,"",A6,"",Infectious Diseases,"",657,"",870,"",4933,"",7941,"",7.51,"",9.13,"",604,""
14569,2014/15,"",Emergency,"",S08000020,"",A7,"",Dermatology,"",30,"",35,"",322,"",384,"",10.73,"",10.97,"",27,""
14570,2014/15,"",Emergency,"",S08000020,"",A8,"",Endocrinology & Diabetes,"",51,"",62,"",76,"",137,"",1.49,"",2.21,"",50,""
14571,2014/15,"",Emergency,"",S08000020,"",A9,"",Gastroenterology,"",1199,"",1448,"",5541,"",9702,"",4.62,"",6.7,"",916,""
14572,2014/15,"",Emergency,"",S08000020,"",AB,"",Geriatric Medicine,"",3992,"",4429,"",20258,"",65652,"",5.07,"",14.82,"",2919,""
14573,2014/15,"",Emergency,"",S08000020,"",AD,"",Medical Oncology,"",649,"",722,"",3332,"",4451,"",5.13,"",6.16,"",339,""
14574,2014/15,"",Emergency,"",S08000020,"",AF,"",Paediatrics,"",4852,"",4870,"",5919,"",7057,"",1.22,"",1.45,"",3661,""
14575,2014/15,"",Emergency,"",S08000020,"",AG,"",Renal Medicine,"",623,"",766,"",3986,"",6330,"",6.4,"",8.26,"",390,""
14576,2014/15,"",Emergency,"",S08000020,"",AH,"",Neurology,"",227,"",345,"",1141,"",2971,"",5.03,"",8.61,"",199,""
14577,2014/15,"",Emergency,"",S08000020,"","",z,All Acute Specialties, d,39628,"",43957,"",159250,"",303727,"",4.02,"",6.91,"",28445,""
14578,2014/15,"",Emergency,"",S08000020,"","",z,All Specialties, d,51387,"",57094,"",199279,"",393951,"",3.88,"",6.9,"",36501,""
14579,2014/15,"",Emergency,"",S08000020,"",AM,"",Palliative Medicine,"",229,"",338,"",4933,"",7125,"",21.54,"",21.08,"",184,""
14580,2014/15,"",Emergency,"",S08000020,"",AP,"",Rehabilitation Medicine,"",15,"",407,"",391,"",22870,"",26.07,"",56.19,"",15,""
14581,2014/15,"",Emergency,"",S08000020,"",AQ,"",Respiratory Medicine,"",1413,"",1714,"",7430,"",11613,"",5.26,"",6.78,"",1068,""
14582,2014/15,"",Emergency,"",S08000020,"",AR,"",Rheumatology,"",10,"",10,"",44,"",44,"",4.4,"",4.4,"",10,""
14583,2014/15,"",Emergency,"",S08000020,"",C1,"",General Surgery,"",6616,"",7005,"",22312,"",37320,"",3.37,"",5.33,"",5538,""
14584,2014/15,"",Emergency,"",S08000020,"",C2,"",Accident & Emergency,"",2918,"",2940,"",1839,"",1908,"",0.63,"",0.65,"",2588,""
14585,2014/15,"",Emergency,"",S08000020,"",C3,"",Anaesthetics,"",300,"",538,"",1125,"",2412,"",3.75,"",4.48,"",297,""
14586,2014/15,"",Emergency,"",S08000020,"",C4,"",Cardiothoracic Surgery,"",150,"",295,"",680,"",2744,"",4.53,"",9.3,"",139,""
14587,2014/15,"",Emergency,"",S08000020,"",C5,"","Ear, Nose & Throat (ENT)","",642,"",685,"",1341,"",1951,"",2.09,"",2.85,"",567,""
14588,2014/15,"",Emergency,"",S08000020,"",C6,"",Neurosurgery,"",488,"",656,"",2775,"",5886,"",5.69,"",8.97,"",418,""
14589,2014/15,"",Emergency,"",S08000020,"",C7,"",Ophthalmology,"",385,"",398,"",425,"",460,"",1.1,"",1.16,"",345,""
14590,2014/15,"",Emergency,"",S08000020,"",C8,"",Trauma and Orthopaedic Surgery,"",3046,"",3227,"",16962,"",23119,"",5.57,"",7.16,"",2825,""
14591,2014/15,"",Emergency,"",S08000020,"",C9,"",Plastic Surgery,"",765,"",809,"",1030,"",1770,"",1.35,"",2.19,"",732,""
14592,2014/15,"",Emergency,"",S08000020,"",CA,"",Paediatric Surgery,"",717,"",747,"",896,"",1093,"",1.25,"",1.46,"",618,""
14593,2014/15,"",Emergency,"",S08000020,"",CB,"",Urology,"",1322,"",1430,"",3562,"",4476,"",2.69,"",3.13,"",1115,""
14594,2014/15,"",Emergency,"",S08000020,"","",z,Community Grouping,d,1968,"",3200,"",29264,"",77669,"",14.87,"",24.27,"",1600,""
14595,2014/15,"",Emergency,"",S08000020,"",D1,"",Community Dental Practice,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14596,2014/15,"",Emergency,"",S08000020,"",D3,"",Oral Surgery,"",155,"",160,"",450,"",501,"",2.9,"",3.13,"",146,""
14597,2014/15,"",Emergency,"",S08000020,"","",z,Dental Grouping,d,156,"",164,"",450,"",501,"",2.88,"",3.05,"",148,""
14598,2014/15,"",Emergency,"",S08000020,"",E12,"",GP Other than Obstetrics,"",1968,"",3200,"",29264,"",77669,"",14.87,"",24.27,"",1600,""
14599,2014/15,"",Emergency,"",S08000020,"","",z,Emergency Grouping,d,2918,"",2940,"",1839,"",1908,"",0.63,"",0.65,"",2588,""
14600,2014/15,"",Emergency,"",S08000020,"",F2,"",Gynaecology,"",1148,"",1216,"",1663,"",1996,"",1.45,"",1.64,"",1006,""
14601,2014/15,"",Emergency,"",S08000020,"",H2,"",Clinical Oncology,"",457,"",536,"",3176,"",4166,"",6.95,"",7.77,"",306,""
14602,2014/15,"",Emergency,"",S08000020,"",J4,"",Haematology,"",434,"",524,"",4022,"",5572,"",9.27,"",10.63,"",265,""
14603,2014/15,"",Emergency,"",S08000020,"","",z,Medical Grouping,d,25911,"",28911,"",109033,"",223589,"",4.21,"",7.73,"",18187,""
14604,2014/15,"",Emergency,"",S08000020,"","",z,Paediatrics Grouping,d,5569,"",5617,"",6815,"",8150,"",1.22,"",1.45,"",4211,""
14605,2014/15,"",Emergency,"",S08000020,"","",z,Surgery Grouping,d,13717,"",15046,"",50217,"",80138,"",3.66,"",5.33,"",11783,""
14606,2014/15,"",Emergency,"",S08000020,"","",z,Women and Newborn Grouping,d,1148,"",1216,"",1663,"",1996,"",1.45,"",1.64,"",1006,""
14607,2014/15,"",Emergency,"",S08000022,"",A1,"",General Medicine,"",12676,"",12897,"",24183,"",57777,"",1.91,"",4.48,"",9447,""
14608,2014/15,"",Emergency,"",S08000022,"",A2,"",Cardiology,"",80,"",1047,"",240,"",5351,"",3,"",5.11,"",82,""
14609,2014/15,"",Emergency,"",S08000022,"",A7,"",Dermatology,"",0,"",0,"",10,"",10,"",,z,,z,0,""
14610,2014/15,"",Emergency,"",S08000022,"",A9,"",Gastroenterology,"",10,"",212,"",25,"",1425,"",2.5,"",6.72,"",11,""
14611,2014/15,"",Emergency,"",S08000022,"",AB,"",Geriatric Medicine,"",45,"",657,"",245,"",16295,"",5.44,"",24.8,"",46,""
14612,2014/15,"",Emergency,"",S08000022,"",AF,"",Paediatrics,"",2595,"",2590,"",3480,"",4295,"",1.34,"",1.66,"",1928,""
14613,2014/15,"",Emergency,"",S08000022,"",AG,"",Renal Medicine,"",0,"",99,"",5,"",645,"",,z,6.52,"",0,""
14614,2014/15,"",Emergency,"",S08000022,"",AH,"",Neurology,"",5,"",5,"",10,"",10,"",2,"",2,"",5,""
14615,2014/15,"",Emergency,"",S08000022,"","",z,All Acute Specialties, d,20849,"",24850,"",53355,"",139933,"",2.56,"",5.63,"",15529,""
14616,2014/15,"",Emergency,"",S08000022,"","",z,All Specialties, d,28166,"",32848,"",86165,"",198748,"",3.06,"",6.05,"",20531,""
14617,2014/15,"",Emergency,"",S08000022,"",AM,"",Palliative Medicine,"",20,"",54,"",285,"",2053,"",14.25,"",38.02,"",18,""
14618,2014/15,"",Emergency,"",S08000022,"",AP,"",Rehabilitation Medicine,"",5,"",170,"",35,"",6788,"",7,"",39.93,"",5,""
14619,2014/15,"",Emergency,"",S08000022,"",AQ,"",Respiratory Medicine,"",99,"",1089,"",454,"",9370,"",4.59,"",8.6,"",93,""
14620,2014/15,"",Emergency,"",S08000022,"",AR,"",Rheumatology,"",0,"",0,"",0,"",116,"",0,"",,z,0,""
14621,2014/15,"",Emergency,"",S08000022,"",C1,"",General Surgery,"",5096,"",5310,"",15486,"",22656,"",3.04,"",4.27,"",4388,""
14622,2014/15,"",Emergency,"",S08000022,"",C2,"",Accident & Emergency,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
14623,2014/15,"",Emergency,"",S08000022,"",C3,"",Anaesthetics,"",85,"",118,"",385,"",547,"",4.53,"",4.64,"",86,""
14624,2014/15,"",Emergency,"",S08000022,"",C5,"","Ear, Nose & Throat (ENT)","",455,"",475,"",1120,"",1299,"",2.46,"",2.73,"",426,""
14625,2014/15,"",Emergency,"",S08000022,"",C7,"",Ophthalmology,"",85,"",85,"",295,"",299,"",3.47,"",3.52,"",80,""
14626,2014/15,"",Emergency,"",S08000022,"",C8,"",Trauma and Orthopaedic Surgery,"",1749,"",1903,"",8905,"",11486,"",5.09,"",6.04,"",1643,""
14627,2014/15,"",Emergency,"",S08000022,"",CA,"",Paediatric Surgery,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
14628,2014/15,"",Emergency,"",S08000022,"",CB,"",Urology,"",258,"",390,"",985,"",1458,"",3.82,"",3.74,"",232,""
14629,2014/15,"",Emergency,"",S08000022,"","",z,Community Grouping,d,4251,"",4935,"",28569,"",53744,"",6.72,"",10.89,"",3150,""
14630,2014/15,"",Emergency,"",S08000022,"",D1,"",Community Dental Practice,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14631,2014/15,"",Emergency,"",S08000022,"",D3,"",Oral Surgery,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
14632,2014/15,"",Emergency,"",S08000022,"","",z,Dental Grouping,d,5,"",5,"",0,"",0,"",0,"",0,"",5,""
14633,2014/15,"",Emergency,"",S08000022,"",E12,"",GP Other than Obstetrics,"",4251,"",4935,"",28569,"",53744,"",6.72,"",10.89,"",3150,""
14634,2014/15,"",Emergency,"",S08000022,"","",z,Emergency Grouping,d,5,"",5,"",0,"",0,"",0,"",0,"",5,""
14635,2014/15,"",Emergency,"",S08000022,"",F2,"",Gynaecology,"",455,"",455,"",757,"",770,"",1.66,"",1.69,"",396,""
14636,2014/15,"",Emergency,"",S08000022,"",H2,"",Clinical Oncology,"",72,"",175,"",372,"",1341,"",5.17,"",7.66,"",69,""
14637,2014/15,"",Emergency,"",S08000022,"",J4,"",Haematology,"",96,"",160,"",320,"",1005,"",3.33,"",6.28,"",69,""
14638,2014/15,"",Emergency,"",S08000022,"","",z,Medical Grouping,d,13116,"",16567,"",26179,"",102188,"",2,"",6.17,"",9671,""
14639,2014/15,"",Emergency,"",S08000022,"","",z,Paediatrics Grouping,d,2602,"",2597,"",3483,"",4298,"",1.34,"",1.65,"",1932,""
14640,2014/15,"",Emergency,"",S08000022,"","",z,Surgery Grouping,d,7733,"",8283,"",27176,"",37745,"",3.51,"",4.56,"",6728,""
14641,2014/15,"",Emergency,"",S08000022,"","",z,Women and Newborn Grouping,d,455,"",455,"",757,"",770,"",1.66,"",1.69,"",396,""
14642,2014/15,"",Emergency,"",S08000024,"",A1,"",General Medicine,"",38553,"",39155,"",97030,"",167987,"",2.52,"",4.29,"",27361,""
14643,2014/15,"",Emergency,"",S08000024,"",A2,"",Cardiology,"",2098,"",3661,"",4873,"",15107,"",2.32,"",4.13,"",1978,""
14644,2014/15,"",Emergency,"",S08000024,"",A6,"",Infectious Diseases,"",575,"",1160,"",2572,"",10214,"",4.47,"",8.81,"",519,""
14645,2014/15,"",Emergency,"",S08000024,"",A7,"",Dermatology,"",75,"",95,"",940,"",1433,"",12.53,"",15.08,"",71,""
14646,2014/15,"",Emergency,"",S08000024,"",A8,"",Endocrinology & Diabetes,"",65,"",73,"",135,"",245,"",2.08,"",3.36,"",59,""
14647,2014/15,"",Emergency,"",S08000024,"",A9,"",Gastroenterology,"",758,"",1924,"",4237,"",15372,"",5.59,"",7.99,"",588,""
14648,2014/15,"",Emergency,"",S08000024,"",AB,"",Geriatric Medicine,"",635,"",6207,"",13067,"",181305,"",20.58,"",29.21,"",603,""
14649,2014/15,"",Emergency,"",S08000024,"",AD,"",Medical Oncology,"",1231,"",1348,"",4794,"",6232,"",3.89,"",4.62,"",659,""
14650,2014/15,"",Emergency,"",S08000024,"",AF,"",Paediatrics,"",6809,"",6868,"",9276,"",10315,"",1.36,"",1.5,"",5216,""
14651,2014/15,"",Emergency,"",S08000024,"",AG,"",Renal Medicine,"",397,"",616,"",1442,"",5543,"",3.63,"",9,"",264,""
14652,2014/15,"",Emergency,"",S08000024,"",AH,"",Neurology,"",329,"",547,"",1676,"",4988,"",5.09,"",9.12,"",272,""
14653,2014/15,"",Emergency,"",S08000024,"","",z,All Acute Specialties, d,70373,"",88316,"",234265,"",628248,"",3.33,"",7.11,"",48676,""
14654,2014/15,"",Emergency,"",S08000024,"","",z,All Specialties, d,83438,"",101870,"",250373,"",659959,"",3,"",6.48,"",57777,""
14655,2014/15,"",Emergency,"",S08000024,"",AM,"",Palliative Medicine,"",430,"",574,"",6103,"",9075,"",14.19,"",15.81,"",366,""
14656,2014/15,"",Emergency,"",S08000024,"",AP,"",Rehabilitation Medicine,"",15,"",403,"",290,"",26700,"",19.33,"",66.25,"",13,""
14657,2014/15,"",Emergency,"",S08000024,"",AQ,"",Respiratory Medicine,"",628,"",3657,"",4678,"",27998,"",7.45,"",7.66,"",504,""
14658,2014/15,"",Emergency,"",S08000024,"",AR,"",Rheumatology,"",69,"",130,"",464,"",1230,"",6.72,"",9.46,"",64,""
14659,2014/15,"",Emergency,"",S08000024,"",C1,"",General Surgery,"",11275,"",12476,"",34012,"",56350,"",3.02,"",4.52,"",9312,""
14660,2014/15,"",Emergency,"",S08000024,"",C2,"",Accident & Emergency,"",3949,"",3949,"",1601,"",1601,"",0.41,"",0.41,"",3217,""
14661,2014/15,"",Emergency,"",S08000024,"",C3,"",Anaesthetics,"",1340,"",2617,"",4195,"",13921,"",3.13,"",5.32,"",1257,""
14662,2014/15,"",Emergency,"",S08000024,"",C4,"",Cardiothoracic Surgery,"",305,"",620,"",950,"",5591,"",3.11,"",9.02,"",297,""
14663,2014/15,"",Emergency,"",S08000024,"",C5,"","Ear, Nose & Throat (ENT)","",1315,"",1375,"",2616,"",3150,"",1.99,"",2.29,"",1200,""
14664,2014/15,"",Emergency,"",S08000024,"",C6,"",Neurosurgery,"",914,"",1149,"",3402,"",9335,"",3.72,"",8.12,"",816,""
14665,2014/15,"",Emergency,"",S08000024,"",C7,"",Ophthalmology,"",290,"",310,"",1229,"",1277,"",4.24,"",4.12,"",269,""
14666,2014/15,"",Emergency,"",S08000024,"",C8,"",Trauma and Orthopaedic Surgery,"",3549,"",3980,"",25510,"",34846,"",7.19,"",8.76,"",3379,""
14667,2014/15,"",Emergency,"",S08000024,"",C9,"",Plastic Surgery,"",2056,"",2150,"",3904,"",5075,"",1.9,"",2.36,"",1916,""
14668,2014/15,"",Emergency,"",S08000024,"",CA,"",Paediatric Surgery,"",715,"",775,"",1312,"",1653,"",1.83,"",2.13,"",657,""
14669,2014/15,"",Emergency,"",S08000024,"",CB,"",Urology,"",1254,"",1549,"",5129,"",8400,"",4.09,"",5.42,"",1061,""
14670,2014/15,"",Emergency,"",S08000024,"","",z,Community Grouping,d,82,"",362,"",1032,"",14656,"",12.59,"",40.49,"",73,""
14671,2014/15,"",Emergency,"",S08000024,"",D3,"",Oral Surgery,"",13,"",13,"",0,"",0,"",0,"",0,"",13,""
14672,2014/15,"",Emergency,"",S08000024,"",D8,"",Paediatric Dentistry,"",0,"",5,"",0,"",0,"",0,"",0,"",0,""
14673,2014/15,"",Emergency,"",S08000024,"","",z,Dental Grouping,d,13,"",13,"",0,"",0,"",0,"",0,"",13,""
14674,2014/15,"",Emergency,"",S08000024,"",E12,"",GP Other than Obstetrics,"",82,"",362,"",1032,"",14656,"",12.59,"",40.49,"",73,""
14675,2014/15,"",Emergency,"",S08000024,"","",z,Emergency Grouping,d,3949,"",3949,"",1601,"",1601,"",0.41,"",0.41,"",3217,""
14676,2014/15,"",Emergency,"",S08000024,"",F2,"",Gynaecology,"",1497,"",1585,"",2885,"",3485,"",1.93,"",2.2,"",1296,""
14677,2014/15,"",Emergency,"",S08000024,"",H1,"",Clinical Radiology,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14678,2014/15,"",Emergency,"",S08000024,"",H2,"",Clinical Oncology,"",1112,"",1297,"",7141,"",9506,"",6.42,"",7.33,"",809,""
14679,2014/15,"",Emergency,"",S08000024,"",J4,"",Haematology,"",1105,"",1243,"",3877,"",7367,"",3.51,"",5.93,"",552,""
14680,2014/15,"",Emergency,"",S08000024,"","",z,Medical Grouping,d,48070,"",62090,"",153318,"",490303,"",3.19,"",7.9,"",32622,""
14681,2014/15,"",Emergency,"",S08000024,"","",z,Paediatrics Grouping,d,7524,"",7645,"",10588,"",11968,"",1.41,"",1.57,"",5824,""
14682,2014/15,"",Emergency,"",S08000024,"","",z,Surgery Grouping,d,22303,"",26226,"",80947,"",137945,"",3.63,"",5.26,"",19071,""
14683,2014/15,"",Emergency,"",S08000024,"","",z,Women and Newborn Grouping,d,1497,"",1585,"",2885,"",3485,"",1.93,"",2.2,"",1296,""
14684,2014/15,"",Emergency,"",S08000025,"",A1,"",General Medicine,"",1188,"",1240,"",2861,"",7962,"",2.41,"",6.42,"",866,""
14685,2014/15,"",Emergency,"",S08000025,"",AD,"",Medical Oncology,"",13,"",15,"",83,"",100,"",6.38,"",6.67,"",10,""
14686,2014/15,"",Emergency,"",S08000025,"","",z,All Acute Specialties, d,1825,"",1883,"",4532,"",11367,"",2.48,"",6.04,"",1339,""
14687,2014/15,"",Emergency,"",S08000025,"","",z,All Specialties, d,1863,"",1942,"",4781,"",11854,"",2.57,"",6.1,"",1356,""
14688,2014/15,"",Emergency,"",S08000025,"",C1,"",General Surgery,"",620,"",623,"",1568,"",3281,"",2.53,"",5.27,"",549,""
14689,2014/15,"",Emergency,"",S08000025,"",C3,"",Anaesthetics,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14690,2014/15,"",Emergency,"",S08000025,"",C5,"","Ear, Nose & Throat (ENT)","",0,"",0,"",15,"",15,"",,z,,z,0,""
14691,2014/15,"",Emergency,"",S08000025,"","",z,Community Grouping,d,27,"",45,"",230,"",467,"",8.52,"",10.38,"",22,""
14692,2014/15,"",Emergency,"",S08000025,"",E12,"",GP Other than Obstetrics,"",27,"",45,"",230,"",467,"",8.52,"",10.38,"",22,""
14693,2014/15,"",Emergency,"",S08000025,"",F2,"",Gynaecology,"",11,"",10,"",20,"",20,"",1.82,"",2,"",11,""
14694,2014/15,"",Emergency,"",S08000025,"",H2,"",Clinical Oncology,"",0,"",0,"",5,"",5,"",,z,,z,0,""
14695,2014/15,"",Emergency,"",S08000025,"",J4,"",Haematology,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14696,2014/15,"",Emergency,"",S08000025,"","",z,Medical Grouping,d,1203,"",1257,"",2950,"",8068,"",2.45,"",6.42,"",873,""
14697,2014/15,"",Emergency,"",S08000025,"","",z,Surgery Grouping,d,622,"",626,"",1583,"",3299,"",2.55,"",5.27,"",551,""
14698,2014/15,"",Emergency,"",S08000025,"","",z,Women and Newborn Grouping,d,11,"",10,"",20,"",20,"",1.82,"",2,"",11,""
14699,2014/15,"",Emergency,"",S08000026,"",A1,"",General Medicine,"",1316,"",1353,"",7675,"",9262,"",5.83,"",6.85,"",1000,""
14700,2014/15,"",Emergency,"",S08000026,"","",z,All Acute Specialties, d,2161,"",2220,"",11227,"",13254,"",5.2,"",5.97,"",1647,""
14701,2014/15,"",Emergency,"",S08000026,"","",z,All Specialties, d,2180,"",2239,"",11248,"",13275,"",5.16,"",5.93,"",1662,""
14702,2014/15,"",Emergency,"",S08000026,"",C1,"",General Surgery,"",845,"",865,"",3550,"",3990,"",4.2,"",4.61,"",738,""
14703,2014/15,"",Emergency,"",S08000026,"",C3,"",Anaesthetics,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14704,2014/15,"",Emergency,"",S08000026,"",C5,"","Ear, Nose & Throat (ENT)","",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14705,2014/15,"",Emergency,"",S08000026,"","",z,Community Grouping,d,20,"",20,"",21,"",21,"",1.05,"",1.05,"",17,""
14706,2014/15,"",Emergency,"",S08000026,"",E12,"",GP Other than Obstetrics,"",20,"",20,"",21,"",21,"",1.05,"",1.05,"",17,""
14707,2014/15,"",Emergency,"",S08000026,"","",z,Medical Grouping,d,1316,"",1353,"",7675,"",9262,"",5.83,"",6.85,"",1000,""
14708,2014/15,"",Emergency,"",S08000026,"","",z,Surgery Grouping,d,845,"",867,"",3552,"",3992,"",4.2,"",4.6,"",740,""
14709,2014/15,"",Emergency,"",S08000028,"",A1,"",General Medicine,"",1176,"",1220,"",2715,"",12203,"",2.31,"",10,"",878,""
14710,2014/15,"",Emergency,"",S08000028,"",AF,"",Paediatrics,"",79,"",78,"",80,"",82,"",1.01,"",1.05,"",69,""
14711,2014/15,"",Emergency,"",S08000028,"","",z,All Acute Specialties, d,1814,"",1897,"",6053,"",18722,"",3.34,"",9.87,"",1367,""
14712,2014/15,"",Emergency,"",S08000028,"","",z,All Specialties, d,2456,"",2529,"",11966,"",25090,"",4.87,"",9.92,"",1809,""
14713,2014/15,"",Emergency,"",S08000028,"",C1,"",General Surgery,"",425,"",444,"",825,"",1654,"",1.94,"",3.73,"",379,""
14714,2014/15,"",Emergency,"",S08000028,"",C7,"",Ophthalmology,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14715,2014/15,"",Emergency,"",S08000028,"",C8,"",Trauma and Orthopaedic Surgery,"",210,"",230,"",2515,"",4865,"",11.98,"",21.15,"",192,""
14716,2014/15,"",Emergency,"",S08000028,"",CB,"",Urology,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14717,2014/15,"",Emergency,"",S08000028,"","",z,Community Grouping,d,531,"",520,"",5804,"",6209,"",10.93,"",11.94,"",377,""
14718,2014/15,"",Emergency,"",S08000028,"",E12,"",GP Other than Obstetrics,"",531,"",520,"",5804,"",6209,"",10.93,"",11.94,"",377,""
14719,2014/15,"",Emergency,"",S08000028,"",F2,"",Gynaecology,"",32,"",34,"",30,"",77,"",0.94,"",2.26,"",30,""
14720,2014/15,"",Emergency,"",S08000028,"","",z,Medical Grouping,d,1176,"",1220,"",2715,"",12203,"",2.31,"",10,"",878,""
14721,2014/15,"",Emergency,"",S08000028,"","",z,Paediatrics Grouping,d,79,"",78,"",80,"",82,"",1.01,"",1.05,"",69,""
14722,2014/15,"",Emergency,"",S08000028,"","",z,Surgery Grouping,d,640,"",677,"",3340,"",6519,"",5.22,"",9.63,"",569,""
14723,2014/15,"",Emergency,"",S08000028,"","",z,Women and Newborn Grouping,d,32,"",34,"",30,"",77,"",0.94,"",2.26,"",30,""
14724,2014/15,"",Emergency,"",S08000029,"",A1,"",General Medicine,"",15571,"",15747,"",16260,"",37353,"",1.04,"",2.37,"",11322,""
14725,2014/15,"",Emergency,"",S08000029,"",A2,"",Cardiology,"",1660,"",3368,"",1824,"",13570,"",1.1,"",4.03,"",1427,""
14726,2014/15,"",Emergency,"",S08000029,"",A6,"",Infectious Diseases,"",0,"",5,"",0,"",26,"",0,"",5.2,"",0,""
14727,2014/15,"",Emergency,"",S08000029,"",A8,"",Endocrinology & Diabetes,"",15,"",316,"",130,"",3098,"",8.67,"",9.8,"",17,""
14728,2014/15,"",Emergency,"",S08000029,"",A9,"",Gastroenterology,"",90,"",1404,"",441,"",7975,"",4.9,"",5.68,"",86,""
14729,2014/15,"",Emergency,"",S08000029,"",AB,"",Geriatric Medicine,"",35,"",2321,"",747,"",76797,"",21.34,"",33.09,"",35,""
14730,2014/15,"",Emergency,"",S08000029,"",AD,"",Medical Oncology,"",36,"",47,"",128,"",197,"",3.56,"",4.19,"",33,""
