id,financial_year,admission_type,hb,age,sex,episodes,stays,total_lengthof_episode,total_lengthof_stay,average_lengthof_episode_rate,average_lengthof_stay_rate,patients,age_factor
28857,2014/15,All Inpatients,S92000003,20-24 years,All Sexes,30690,25609,58959,61311,1.92,2.39,19035,20-24 years
28858,2014/15,All Inpatients,S92000003,20-24 years,Female,17676,14893,32036,34857,1.81,2.34,10703,20-24 years
28859,2014/15,All Inpatients,S92000003,20-24 years,Male,13014,10716,26923,26454,2.07,2.47,8332,20-24 years
28860,2014/15,All Inpatients,S92000003,25-29 years,All Sexes,32305,26705,65183,64385,2.02,2.41,19395,25-29 years
28861,2014/15,All Inpatients,S92000003,25-29 years,Female,18616,15627,36354,35587,1.95,2.28,11056,25-29 years
28862,2014/15,All Inpatients,S92000003,25-29 years,Male,13689,11078,28829,28798,2.11,2.6,8339,25-29 years
28863,2014/15,All Inpatients,S92000003,30-34 years,All Sexes,34423,28081,79470,80024,2.31,2.85,20365,30-34 years
28864,2014/15,All Inpatients,S92000003,30-34 years,Female,19686,16227,41828,42122,2.12,2.6,11540,30-34 years
28865,2014/15,All Inpatients,S92000003,30-34 years,Male,14735,11855,37640,37900,2.55,3.2,8825,30-34 years
28866,2014/15,All Inpatients,S92000003,35-39 years,All Sexes,33916,26610,83721,85890,2.47,3.23,19179,35-39 years
28867,2014/15,All Inpatients,S92000003,35-39 years,Female,18224,14642,42480,42194,2.33,2.88,10537,35-39 years
28868,2014/15,All Inpatients,S92000003,35-39 years,Male,15690,11965,41241,43696,2.63,3.65,8642,35-39 years
28869,2014/15,All Inpatients,S92000003,40-44 years,All Sexes,45257,34638,123621,125309,2.73,3.62,24089,40-44 years
28870,2014/15,All Inpatients,S92000003,40-44 years,Female,24001,18742,62670,63365,2.61,3.38,13034,40-44 years
28871,2014/15,All Inpatients,S92000003,40-44 years,Male,21250,15895,60939,61932,2.87,3.9,11055,40-44 years
28872,2014/15,All Inpatients,S92000003,45-49 years,All Sexes,58839,43865,170518,170941,2.9,3.9,30091,45-49 years
28873,2014/15,All Inpatients,S92000003,45-49 years,Female,30743,23557,89455,89077,2.91,3.78,16261,45-49 years
28874,2014/15,All Inpatients,S92000003,45-49 years,Male,28096,20308,81063,81864,2.89,4.03,13830,45-49 years
28875,2014/15,All Inpatients,S92000003,5-9 years,All Sexes,17191,15839,26188,26056,1.52,1.65,11954,5-9 years
28876,2014/15,All Inpatients,S92000003,5-9 years,Female,7485,6937,11464,11391,1.53,1.64,5207,5-9 years
28877,2014/15,All Inpatients,S92000003,5-9 years,Male,9706,8902,14724,14665,1.52,1.65,6747,5-9 years
28878,2014/15,All Inpatients,S92000003,50-54 years,All Sexes,69364,49994,221257,222620,3.19,4.45,33993,50-54 years
28879,2014/15,All Inpatients,S92000003,50-54 years,Female,34767,25912,109878,110317,3.16,4.26,17777,50-54 years
28880,2014/15,All Inpatients,S92000003,50-54 years,Male,34597,24082,111379,112303,3.22,4.66,16216,50-54 years
28881,2014/15,All Inpatients,S92000003,55-59 years,All Sexes,74349,52080,266875,263011,3.59,5.05,34558,55-59 years
28882,2014/15,All Inpatients,S92000003,55-59 years,Female,35451,25669,121169,119554,3.42,4.66,17332,55-59 years
28883,2014/15,All Inpatients,S92000003,55-59 years,Male,38898,26411,145706,143457,3.75,5.43,17226,55-59 years
28884,2014/15,All Inpatients,S92000003,60-64 years,All Sexes,81069,54840,323246,324396,3.99,5.92,35807,60-64 years
28885,2014/15,All Inpatients,S92000003,60-64 years,Female,37290,26025,151050,151210,4.05,5.81,17415,60-64 years
28886,2014/15,All Inpatients,S92000003,60-64 years,Male,43777,28813,172195,173185,3.93,6.01,18393,60-64 years
28887,2014/15,All Inpatients,S92000003,65-69 years,All Sexes,100707,65715,439351,439747,4.36,6.69,41895,65-69 years
28888,2014/15,All Inpatients,S92000003,65-69 years,Female,46595,31130,205455,206795,4.41,6.64,20390,65-69 years
28889,2014/15,All Inpatients,S92000003,65-69 years,Male,54109,34583,233895,232945,4.32,6.74,21502,65-69 years
28890,2014/15,All Inpatients,S92000003,65 years and over,All Sexes,559835,327180,3406682,3404395,6.09,10.41,205214,NA
28891,2014/15,All Inpatients,S92000003,65 years and over,Female,301621,175449,1960609,1959782,6.5,11.17,112679,NA
28892,2014/15,All Inpatients,S92000003,65 years and over,Male,258215,151730,1446070,1444605,5.6,9.52,92535,NA
28893,2014/15,All Inpatients,S92000003,70-74 years,All Sexes,104739,64891,509625,509526,4.87,7.85,40605,70-74 years
28894,2014/15,All Inpatients,S92000003,70-74 years,Female,50766,31957,252165,251830,4.97,7.88,20433,70-74 years
28895,2014/15,All Inpatients,S92000003,70-74 years,Male,53973,32934,257460,257695,4.77,7.82,20172,70-74 years
28896,2014/15,All Inpatients,S92000003,75-79 years,All Sexes,114876,68166,648196,650286,5.64,9.54,42168,75-79 years
28897,2014/15,All Inpatients,S92000003,75-79 years,Female,59477,35345,352059,353232,5.92,9.99,22477,75-79 years
28898,2014/15,All Inpatients,S92000003,75-79 years,Male,55399,32821,296137,297054,5.35,9.05,19691,75-79 years
28899,2014/15,All Inpatients,S92000003,75 years and over,All Sexes,354389,196574,2457706,2455122,6.94,12.49,122714,NA
28900,2014/15,All Inpatients,S92000003,75 years and over,Female,204258,112361,1502985,1501158,7.36,13.36,71854,NA
28901,2014/15,All Inpatients,S92000003,75 years and over,Male,150131,84213,954721,953964,6.36,11.33,50860,NA
28902,2014/15,All Inpatients,S92000003,80-84 years,All Sexes,109818,60848,735771,736623,6.7,12.11,37850,80-84 years
28903,2014/15,All Inpatients,S92000003,80-84 years,Female,61768,34012,433823,434552,7.02,12.78,21606,80-84 years
28904,2014/15,All Inpatients,S92000003,80-84 years,Male,48050,26836,301948,302071,6.28,11.26,16244,80-84 years
28905,2014/15,All Inpatients,S92000003,85-89 years,All Sexes,79811,42153,635850,633113,7.97,15.02,26506,85-89 years
28906,2014/15,All Inpatients,S92000003,85-89 years,Female,48670,25525,411460,409065,8.45,16.03,16460,85-89 years
28907,2014/15,All Inpatients,S92000003,85-89 years,Male,31140,16625,224390,224050,7.21,13.48,10045,85-89 years
28908,2014/15,All Inpatients,S92000003,85 years and over,All Sexes,129695,67560,1073739,1068213,8.28,15.81,42696,NA
28909,2014/15,All Inpatients,S92000003,85 years and over,Female,83013,43004,717103,713374,8.64,16.59,27771,NA
28910,2014/15,All Inpatients,S92000003,85 years and over,Male,46682,24556,356636,354839,7.64,14.45,14925,NA
28911,2014/15,All Inpatients,S92000003,90 years and over,All Sexes,49884,25407,437889,435100,8.78,17.13,16190,90 years and over
28912,2014/15,All Inpatients,S92000003,90 years and over,Female,34340,17475,305645,304310,8.9,17.41,11310,90 years and over
28913,2014/15,All Inpatients,S92000003,90 years and over,Male,15540,7930,132245,130790,8.51,16.49,4880,90 years and over
28914,2014/15,All Inpatients,S92000003,All Ages,All Sexes,1128879,767176,4976065,4978624,4.41,6.49,513057,NA
28915,2014/15,All Inpatients,S92000003,All Ages,Female,588684,402176,2729401,2730050,4.64,6.79,271571,NA
28916,2014/15,All Inpatients,S92000003,All Ages,Male,540183,364991,2246644,2248549,4.16,6.16,241480,NA
30063,2014/15,All Inpatients and Daycases,S92000003,Under 18 years,All Sexes,134098,124267,155789,156024,1.16,1.26,85204,NA
30064,2014/15,All Inpatients and Daycases,S92000003,Under 18 years,Female,60195,55840,70975,71230,1.18,1.28,38600,NA
30065,2014/15,All Inpatients and Daycases,S92000003,Under 18 years,Male,73902,68426,84810,84792,1.15,1.24,46605,NA
30066,2014/15,All Inpatients and Daycases,S92000003,0-4 years,All Sexes,64548,59587,78627,78354,1.22,1.31,40314,0-4 years
30067,2014/15,All Inpatients and Daycases,S92000003,0-4 years,Female,26630,24620,32390,32980,1.22,1.34,17020,0-4 years
30068,2014/15,All Inpatients and Daycases,S92000003,0-4 years,Male,37919,34965,46237,45374,1.22,1.3,23291,0-4 years
30069,2014/15,All Inpatients and Daycases,S92000003,10-14 years,All Sexes,22859,21344,27441,27735,1.2,1.3,14197,10-14 years
30070,2014/15,All Inpatients and Daycases,S92000003,10-14 years,Female,10945,10220,13590,13468,1.24,1.32,6780,10-14 years
30071,2014/15,All Inpatients and Daycases,S92000003,10-14 years,Male,11910,11125,13850,14267,1.16,1.28,7420,10-14 years
30072,2014/15,All Inpatients and Daycases,S92000003,15-19 years,All Sexes,32950,29136,44277,44200,1.34,1.52,20546,15-19 years
30073,2014/15,All Inpatients and Daycases,S92000003,15-19 years,Female,18835,16757,24428,24148,1.3,1.44,11786,15-19 years
30074,2014/15,All Inpatients and Daycases,S92000003,15-19 years,Male,14110,12375,19845,20050,1.41,1.62,8760,15-19 years
30075,2014/15,All Inpatients and Daycases,S92000003,20-24 years,All Sexes,43878,38658,58959,61312,1.34,1.59,27771,20-24 years
30076,2014/15,All Inpatients and Daycases,S92000003,20-24 years,Female,26034,23172,32036,34858,1.23,1.5,16514,20-24 years
30077,2014/15,All Inpatients and Daycases,S92000003,20-24 years,Male,17844,15486,26923,26454,1.51,1.71,11257,20-24 years
30078,2014/15,All Inpatients and Daycases,S92000003,25-29 years,All Sexes,47121,41363,65183,64387,1.38,1.56,28784,25-29 years
30079,2014/15,All Inpatients and Daycases,S92000003,25-29 years,Female,27897,24817,36354,35589,1.3,1.43,16957,25-29 years
30080,2014/15,All Inpatients and Daycases,S92000003,25-29 years,Male,19225,16545,28829,28798,1.5,1.74,11825,25-29 years
30081,2014/15,All Inpatients and Daycases,S92000003,30-34 years,All Sexes,51054,44545,79470,80024,1.56,1.8,30638,30-34 years
30082,2014/15,All Inpatients and Daycases,S92000003,30-34 years,Female,29781,26223,41828,42122,1.4,1.61,17616,30-34 years
30083,2014/15,All Inpatients and Daycases,S92000003,30-34 years,Male,21270,18320,37640,37900,1.77,2.07,13020,30-34 years
30084,2014/15,All Inpatients and Daycases,S92000003,35-39 years,All Sexes,50794,43297,83721,85891,1.65,1.98,29317,35-39 years
30085,2014/15,All Inpatients and Daycases,S92000003,35-39 years,Female,28233,24534,42480,42194,1.5,1.72,16363,35-39 years
30086,2014/15,All Inpatients and Daycases,S92000003,35-39 years,Male,22560,18760,41241,43697,1.83,2.33,12954,35-39 years
30087,2014/15,All Inpatients and Daycases,S92000003,40-44 years,All Sexes,68787,57879,123621,125314,1.8,2.17,36925,40-44 years
30088,2014/15,All Inpatients and Daycases,S92000003,40-44 years,Female,37898,32483,62670,63368,1.65,1.95,20262,40-44 years
30089,2014/15,All Inpatients and Daycases,S92000003,40-44 years,Male,30884,25393,60939,61934,1.97,2.44,16661,40-44 years
30090,2014/15,All Inpatients and Daycases,S92000003,45-49 years,All Sexes,91133,75783,170518,170941,1.87,2.26,45840,45-49 years
30091,2014/15,All Inpatients and Daycases,S92000003,45-49 years,Female,49905,42518,89455,89077,1.79,2.1,25177,45-49 years
30092,2014/15,All Inpatients and Daycases,S92000003,45-49 years,Male,41228,33265,81063,81864,1.97,2.46,20663,45-49 years
30093,2014/15,All Inpatients and Daycases,S92000003,5-9 years,All Sexes,28672,27186,26188,26057,0.91,0.96,19568,5-9 years
30094,2014/15,All Inpatients and Daycases,S92000003,5-9 years,Female,12607,12003,11464,11391,0.91,0.95,8619,5-9 years
30095,2014/15,All Inpatients and Daycases,S92000003,5-9 years,Male,16065,15183,14724,14666,0.92,0.97,10949,5-9 years
30096,2014/15,All Inpatients and Daycases,S92000003,50-54 years,All Sexes,108859,88947,221257,222623,2.03,2.5,52234,50-54 years
30097,2014/15,All Inpatients and Daycases,S92000003,50-54 years,Female,57202,48096,109878,110319,1.92,2.29,27903,50-54 years
30098,2014/15,All Inpatients and Daycases,S92000003,50-54 years,Male,51657,40851,111379,112304,2.16,2.75,24331,50-54 years
30099,2014/15,All Inpatients and Daycases,S92000003,55-59 years,All Sexes,116717,93875,266875,263012,2.29,2.8,52880,55-59 years
30100,2014/15,All Inpatients and Daycases,S92000003,55-59 years,Female,58607,48593,121169,119555,2.07,2.46,27093,55-59 years
30101,2014/15,All Inpatients and Daycases,S92000003,55-59 years,Male,58110,45280,145706,143457,2.51,3.17,25785,55-59 years
30102,2014/15,All Inpatients and Daycases,S92000003,60-64 years,All Sexes,127094,100148,323246,324397,2.54,3.24,54622,60-64 years
30103,2014/15,All Inpatients and Daycases,S92000003,60-64 years,Female,60290,48705,151050,151211,2.51,3.1,26830,60-64 years
30104,2014/15,All Inpatients and Daycases,S92000003,60-64 years,Male,66803,51443,172195,173186,2.58,3.37,27790,60-64 years
30105,2014/15,All Inpatients and Daycases,S92000003,65-69 years,All Sexes,153438,117560,439351,439747,2.86,3.74,61645,65-69 years
30106,2014/15,All Inpatients and Daycases,S92000003,65-69 years,Female,72770,56890,205455,206795,2.82,3.63,30235,65-69 years
30107,2014/15,All Inpatients and Daycases,S92000003,65-69 years,Male,80666,60667,233895,232945,2.9,3.84,31410,65-69 years
30108,2014/15,All Inpatients and Daycases,S92000003,65 years and over,All Sexes,743061,506024,3406682,3404398,4.58,6.73,271949,NA
30109,2014/15,All Inpatients and Daycases,S92000003,65 years and over,Female,395991,267563,1960609,1959783,4.95,7.32,148189,NA
30110,2014/15,All Inpatients and Daycases,S92000003,65 years and over,Male,347070,238460,1446070,1444610,4.17,6.06,123760,NA
30111,2014/15,All Inpatients and Daycases,S92000003,70-74 years,All Sexes,151636,110881,509625,509526,3.36,4.6,57691,70-74 years
30112,2014/15,All Inpatients and Daycases,S92000003,70-74 years,Female,74818,55566,252165,251830,3.37,4.53,29365,70-74 years
30113,2014/15,All Inpatients and Daycases,S92000003,70-74 years,Male,76818,55315,257460,257695,3.35,4.66,28326,70-74 years
30114,2014/15,All Inpatients and Daycases,S92000003,75-79 years,All Sexes,155937,108225,648196,650289,4.16,6.01,56851,75-79 years
30115,2014/15,All Inpatients and Daycases,S92000003,75-79 years,Female,80525,55903,352059,353233,4.37,6.32,30458,75-79 years
30116,2014/15,All Inpatients and Daycases,S92000003,75-79 years,Male,75412,52322,296137,297056,3.93,5.68,26393,75-79 years
30117,2014/15,All Inpatients and Daycases,S92000003,75 years and over,All Sexes,437987,277583,2457706,2455125,5.61,8.84,152613,NA
30118,2014/15,All Inpatients and Daycases,S92000003,75 years and over,Female,248402,155105,1502985,1501159,6.05,9.68,88590,NA
30119,2014/15,All Inpatients and Daycases,S92000003,75 years and over,Male,189585,122478,954721,953966,5.04,7.79,64023,NA
30120,2014/15,All Inpatients and Daycases,S92000003,80-84 years,All Sexes,136329,86508,735771,736623,5.4,8.52,47549,80-84 years
30121,2014/15,All Inpatients and Daycases,S92000003,80-84 years,Female,75846,47619,433823,434552,5.72,9.13,27066,80-84 years
30122,2014/15,All Inpatients and Daycases,S92000003,80-84 years,Male,60483,38889,301948,302071,4.99,7.77,20483,80-84 years
30123,2014/15,All Inpatients and Daycases,S92000003,85-89 years,All Sexes,92047,53881,635850,633113,6.91,11.75,30819,85-89 years
30124,2014/15,All Inpatients and Daycases,S92000003,85-89 years,Female,55450,32005,411460,409065,7.42,12.78,18995,85-89 years
30125,2014/15,All Inpatients and Daycases,S92000003,85-89 years,Male,36600,21875,224390,224050,6.13,10.24,11820,85-89 years
30126,2014/15,All Inpatients and Daycases,S92000003,85 years and over,All Sexes,145721,82850,1073739,1068213,7.37,12.89,48213,NA
30127,2014/15,All Inpatients and Daycases,S92000003,85 years and over,Female,92031,51583,717103,713374,7.79,13.83,31066,NA
30128,2014/15,All Inpatients and Daycases,S92000003,85 years and over,Male,53690,31267,356636,354839,6.64,11.35,17147,NA
30129,2014/15,All Inpatients and Daycases,S92000003,90 years and over,All Sexes,53674,28969,437889,435100,8.16,15.02,17394,90 years and over
30130,2014/15,All Inpatients and Daycases,S92000003,90 years and over,Female,36580,19575,305645,304310,8.36,15.55,12070,90 years and over
30131,2014/15,All Inpatients and Daycases,S92000003,90 years and over,Male,17090,9395,132245,130790,7.74,13.92,5325,90 years and over
30132,2014/15,All Inpatients and Daycases,S92000003,All Ages,All Sexes,1597527,1227772,4976065,4978645,3.11,4.06,725585,NA
30133,2014/15,All Inpatients and Daycases,S92000003,All Ages,Female,840855,650303,2729401,2730061,3.25,4.2,387111,NA
30134,2014/15,All Inpatients and Daycases,S92000003,All Ages,Male,756657,577457,2246644,2248559,2.97,3.89,338466,NA
31283,2014/15,Day case,S92000003,Under 18 years,All Sexes,36137,35659,0,5,0,0,25402,NA
31284,2014/15,Day case,S92000003,Under 18 years,Female,15946,15731,0,0,0,0,11270,NA
31285,2014/15,Day case,S92000003,Under 18 years,Male,20191,19928,0,5,0,0,14132,NA
31286,2014/15,Day case,S92000003,0-4 years,All Sexes,11320,11143,0,5,0,0,7916,0-4 years
31287,2014/15,Day case,S92000003,0-4 years,Female,4120,4048,0,0,0,0,2865,0-4 years
31288,2014/15,Day case,S92000003,0-4 years,Male,7200,7095,0,0,0,0,5051,0-4 years
31289,2014/15,Day case,S92000003,10-14 years,All Sexes,7750,7662,0,0,0,0,4862,10-14 years
31290,2014/15,Day case,S92000003,10-14 years,Female,3675,3628,0,0,0,0,2364,10-14 years
31291,2014/15,Day case,S92000003,10-14 years,Male,4075,4034,0,0,0,0,2498,10-14 years
31292,2014/15,Day case,S92000003,15-19 years,All Sexes,9646,9527,0,0,0,0,6951,15-19 years
31293,2014/15,Day case,S92000003,15-19 years,Female,5492,5426,0,0,0,0,4178,15-19 years
31294,2014/15,Day case,S92000003,15-19 years,Male,4154,4101,0,0,0,0,2773,15-19 years
31295,2014/15,Day case,S92000003,20-24 years,All Sexes,13188,13049,0,0,0,0,10664,20-24 years
31296,2014/15,Day case,S92000003,20-24 years,Female,8358,8279,0,0,0,0,7071,20-24 years
31297,2014/15,Day case,S92000003,20-24 years,Male,4830,4770,0,0,0,0,3593,20-24 years
31298,2014/15,Day case,S92000003,25-29 years,All Sexes,14816,14658,0,0,0,0,11548,25-29 years
31299,2014/15,Day case,S92000003,25-29 years,Female,9281,9190,0,0,0,0,7296,25-29 years
31300,2014/15,Day case,S92000003,25-29 years,Male,5535,5465,0,0,0,0,4250,25-29 years
31301,2014/15,Day case,S92000003,30-34 years,All Sexes,16631,16464,0,0,0,0,12700,30-34 years
31302,2014/15,Day case,S92000003,30-34 years,Female,10095,9996,0,0,0,0,7602,30-34 years
31303,2014/15,Day case,S92000003,30-34 years,Male,6536,6468,0,0,0,0,5098,30-34 years
31304,2014/15,Day case,S92000003,35-39 years,All Sexes,16878,16687,0,0,0,0,12603,35-39 years
31305,2014/15,Day case,S92000003,35-39 years,Female,10009,9892,0,0,0,0,7330,35-39 years
31306,2014/15,Day case,S92000003,35-39 years,Male,6869,6795,0,0,0,0,5273,35-39 years
31307,2014/15,Day case,S92000003,40-44 years,All Sexes,23530,23241,0,5,0,0,16349,40-44 years
31308,2014/15,Day case,S92000003,40-44 years,Female,13897,13741,0,5,0,0,9303,40-44 years
31309,2014/15,Day case,S92000003,40-44 years,Male,9630,9500,0,0,0,0,7045,40-44 years
31310,2014/15,Day case,S92000003,45-49 years,All Sexes,32294,31918,0,0,0,0,20796,45-49 years
31311,2014/15,Day case,S92000003,45-49 years,Female,19162,18961,0,0,0,0,11835,45-49 years
31312,2014/15,Day case,S92000003,45-49 years,Male,13132,12957,0,0,0,0,8961,45-49 years
31313,2014/15,Day case,S92000003,5-9 years,All Sexes,11481,11347,0,0,0,0,8896,5-9 years
31314,2014/15,Day case,S92000003,5-9 years,Female,5122,5066,0,0,0,0,3932,5-9 years
31315,2014/15,Day case,S92000003,5-9 years,Male,6359,6281,0,0,0,0,4964,5-9 years
31316,2014/15,Day case,S92000003,50-54 years,All Sexes,39495,38953,0,5,0,0,24472,50-54 years
31317,2014/15,Day case,S92000003,50-54 years,Female,22435,22184,0,0,0,0,13561,50-54 years
31318,2014/15,Day case,S92000003,50-54 years,Male,17060,16769,0,0,0,0,10911,50-54 years
31319,2014/15,Day case,S92000003,55-59 years,All Sexes,42368,41795,0,0,0,0,25359,55-59 years
31320,2014/15,Day case,S92000003,55-59 years,Female,23156,22924,0,0,0,0,13349,55-59 years
31321,2014/15,Day case,S92000003,55-59 years,Male,19210,18870,0,0,0,0,12010,55-59 years
31322,2014/15,Day case,S92000003,60-64 years,All Sexes,46025,45308,0,0,0,0,26739,60-64 years
31323,2014/15,Day case,S92000003,60-64 years,Female,22999,22678,0,0,0,0,13210,60-64 years
31324,2014/15,Day case,S92000003,60-64 years,Male,23026,22630,0,0,0,0,13529,60-64 years
31325,2014/15,Day case,S92000003,65-69 years,All Sexes,52731,51845,0,0,0,0,29171,65-69 years
31326,2014/15,Day case,S92000003,65-69 years,Female,26174,25761,0,0,0,0,14227,65-69 years
31327,2014/15,Day case,S92000003,65-69 years,Male,26557,26084,0,0,0,0,14944,65-69 years
31328,2014/15,Day case,S92000003,65 years and over,All Sexes,183226,178844,0,5,0,0,105003,NA
31329,2014/15,Day case,S92000003,65 years and over,Female,94370,92114,0,0,0,0,54196,NA
31330,2014/15,Day case,S92000003,65 years and over,Male,88856,86730,0,0,0,0,50807,NA
31331,2014/15,Day case,S92000003,70-74 years,All Sexes,46897,45990,0,0,0,0,26232,70-74 years
31332,2014/15,Day case,S92000003,70-74 years,Female,24052,23609,0,0,0,0,13287,70-74 years
31333,2014/15,Day case,S92000003,70-74 years,Male,22845,22381,0,0,0,0,12945,70-74 years
31334,2014/15,Day case,S92000003,75-79 years,All Sexes,41061,40059,0,5,0,0,23447,75-79 years
31335,2014/15,Day case,S92000003,75-79 years,Female,21048,20558,0,0,0,0,12244,75-79 years
31336,2014/15,Day case,S92000003,75-79 years,Male,20013,19501,0,0,0,0,11203,75-79 years
31337,2014/15,Day case,S92000003,75 years and over,All Sexes,83598,81009,0,5,0,0,49600,NA
31338,2014/15,Day case,S92000003,75 years and over,Female,44144,42744,0,0,0,0,26682,NA
31339,2014/15,Day case,S92000003,75 years and over,Male,39454,38265,0,0,0,0,22918,NA
31340,2014/15,Day case,S92000003,80-84 years,All Sexes,26511,25660,0,0,0,0,16145,80-84 years
31341,2014/15,Day case,S92000003,80-84 years,Female,14078,13607,0,0,0,0,8727,80-84 years
31342,2014/15,Day case,S92000003,80-84 years,Male,12433,12053,0,0,0,0,7418,80-84 years
31343,2014/15,Day case,S92000003,85-89 years,All Sexes,12236,11728,0,0,0,0,7610,85-89 years
31344,2014/15,Day case,S92000003,85-89 years,Female,6778,6480,0,0,0,0,4270,85-89 years
31345,2014/15,Day case,S92000003,85-89 years,Male,5458,5248,0,0,0,0,3340,85-89 years
31346,2014/15,Day case,S92000003,85 years and over,All Sexes,16026,15290,0,0,0,0,10008,NA
31347,2014/15,Day case,S92000003,85 years and over,Female,9018,8579,0,0,0,0,5711,NA
31348,2014/15,Day case,S92000003,85 years and over,Male,7008,6711,0,0,0,0,4297,NA
31349,2014/15,Day case,S92000003,90 years and over,All Sexes,3790,3562,0,0,0,0,2398,90 years and over
31350,2014/15,Day case,S92000003,90 years and over,Female,2240,2099,0,0,0,0,1441,90 years and over
31351,2014/15,Day case,S92000003,90 years and over,Male,1550,1463,0,0,0,0,957,90 years and over
31352,2014/15,Day case,S92000003,All Ages,All Sexes,468648,460596,0,21,0,0,294858,NA
31353,2014/15,Day case,S92000003,All Ages,Female,252171,248127,0,11,0,0,158092,NA
31354,2014/15,Day case,S92000003,All Ages,Male,216474,212466,0,10,0,0,136763,NA
32498,2014/15,Elective,S92000003,Under 18 years,All Sexes,14188,14365,25415,33960,1.79,2.36,10974,NA
32499,2014/15,Elective,S92000003,Under 18 years,Female,6556,6638,12000,15242,1.83,2.3,5119,NA
32500,2014/15,Elective,S92000003,Under 18 years,Male,7632,7727,13415,18720,1.76,2.42,5855,NA
32501,2014/15,Elective,S92000003,0-4 years,All Sexes,5200,5266,9088,12760,1.75,2.42,3895,0-4 years
32502,2014/15,Elective,S92000003,0-4 years,Female,2051,2080,3450,4656,1.68,2.24,1551,0-4 years
32503,2014/15,Elective,S92000003,0-4 years,Male,3149,3186,5638,8105,1.79,2.54,2344,0-4 years
32504,2014/15,Elective,S92000003,10-14 years,All Sexes,3212,3243,6233,8319,1.94,2.57,2500,10-14 years
32505,2014/15,Elective,S92000003,10-14 years,Female,1650,1665,3440,4370,2.08,2.62,1293,10-14 years
32506,2014/15,Elective,S92000003,10-14 years,Male,1560,1580,2795,3950,1.79,2.5,1207,10-14 years
32507,2014/15,Elective,S92000003,15-19 years,All Sexes,4117,4142,6999,9215,1.7,2.22,3450,15-19 years
32508,2014/15,Elective,S92000003,15-19 years,Female,2317,2329,4135,5079,1.78,2.18,1974,15-19 years
32509,2014/15,Elective,S92000003,15-19 years,Male,1800,1813,2865,4135,1.59,2.28,1476,15-19 years
32510,2014/15,Elective,S92000003,20-24 years,All Sexes,4713,4740,7775,9355,1.65,1.97,4171,20-24 years
32511,2014/15,Elective,S92000003,20-24 years,Female,2660,2675,4000,5050,1.5,1.89,2407,20-24 years
32512,2014/15,Elective,S92000003,20-24 years,Male,2055,2065,3775,4305,1.84,2.08,1764,20-24 years
32513,2014/15,Elective,S92000003,25-29 years,All Sexes,5569,5597,9773,11555,1.75,2.06,4807,25-29 years
32514,2014/15,Elective,S92000003,25-29 years,Female,3284,3293,5430,6280,1.65,1.91,2859,25-29 years
32515,2014/15,Elective,S92000003,25-29 years,Male,2285,2304,4343,5277,1.9,2.29,1948,25-29 years
32516,2014/15,Elective,S92000003,30-34 years,All Sexes,6291,6295,11490,13900,1.83,2.21,5393,30-34 years
32517,2014/15,Elective,S92000003,30-34 years,Female,3886,3888,7015,8335,1.81,2.14,3379,30-34 years
32518,2014/15,Elective,S92000003,30-34 years,Male,2405,2405,4475,5565,1.86,2.31,2015,30-34 years
32519,2014/15,Elective,S92000003,35-39 years,All Sexes,6497,6524,11470,14605,1.77,2.24,5615,35-39 years
32520,2014/15,Elective,S92000003,35-39 years,Female,4023,4040,7345,8830,1.83,2.19,3524,35-39 years
32521,2014/15,Elective,S92000003,35-39 years,Male,2474,2485,4125,5780,1.67,2.33,2091,35-39 years
32522,2014/15,Elective,S92000003,40-44 years,All Sexes,9505,9510,21065,25690,2.22,2.7,7978,40-44 years
32523,2014/15,Elective,S92000003,40-44 years,Female,5970,5971,12780,15258,2.14,2.56,5060,40-44 years
32524,2014/15,Elective,S92000003,40-44 years,Male,3535,3540,8280,10430,2.34,2.95,2915,40-44 years
32525,2014/15,Elective,S92000003,45-49 years,All Sexes,12879,12883,30830,39090,2.39,3.03,10609,45-49 years
32526,2014/15,Elective,S92000003,45-49 years,Female,7858,7875,18457,22900,2.35,2.91,6553,45-49 years
32527,2014/15,Elective,S92000003,45-49 years,Male,5021,5008,12373,16190,2.46,3.23,4056,45-49 years
32528,2014/15,Elective,S92000003,5-9 years,All Sexes,3441,3498,6250,7515,1.82,2.15,2654,5-9 years
32529,2014/15,Elective,S92000003,5-9 years,Female,1565,1590,2960,3455,1.89,2.17,1198,5-9 years
32530,2014/15,Elective,S92000003,5-9 years,Male,1875,1910,3290,4060,1.75,2.13,1456,5-9 years
32531,2014/15,Elective,S92000003,50-54 years,All Sexes,15126,15149,38105,52310,2.52,3.45,12256,50-54 years
32532,2014/15,Elective,S92000003,50-54 years,Female,8781,8792,21730,29000,2.47,3.3,7202,50-54 years
32533,2014/15,Elective,S92000003,50-54 years,Male,6345,6357,16375,23310,2.58,3.67,5054,50-54 years
32534,2014/15,Elective,S92000003,55-59 years,All Sexes,16609,16587,43640,60930,2.63,3.67,13358,55-59 years
32535,2014/15,Elective,S92000003,55-59 years,Female,8853,8844,22610,30295,2.55,3.43,7228,55-59 years
32536,2014/15,Elective,S92000003,55-59 years,Male,7756,7743,21025,30633,2.71,3.96,6130,55-59 years
32537,2014/15,Elective,S92000003,60-64 years,All Sexes,18195,18193,51220,71550,2.82,3.93,14544,60-64 years
